row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023VND > 26.975.117.907,Phát sinhVND > 2.618.345.042.837,NộpVND > (144.406.503.352),Khấu trừ/Hoàn lạiVND > (2.463.976.756.002),31/12/2023VND > 36.936.901.390,numeric__1/1/2023VND > 26.975.117.907,numeric__Phát sinhVND > 2.618.345.042.837,numeric__NộpVND > (144.406.503.352),numeric__Khấu trừ/Hoàn lạiVND > (2.463.976.756.002),numeric__31/12/2023VND > 36.936.901.390
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,65.608.528.602,454.426.224.554,(291.591.153.795),-,228.443.599.361,65608528602.0,454426224554.0,-291591153795.0,,228443599361.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.557.020.337,102.616.557.849,(90.196.672.211),(11.210.630.128),5.766.275.847,4557020337.0,102616557849.0,-90196672211.0,-11210630128.0,5766275847.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,42.746.133,40.322.461.203,(40.111.546.194),-,253.661.142,42746133.0,40322461203.0,-40111546194.0,,253661142.0
,,,97.183.412.979,3.215.710.286.443,(566.305.875.552),(2.475.187.386.130),271.400.437.740,97183412979.0,3215710286443.0,-566305875552.0,-2475187386130.0,271400437740.0
