row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2019,31/12/2018,numeric__Thuyết minh,numeric__31/12/2019,numeric__31/12/2018
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.22,3.560.879,3.434.544,,3560879.0,3434544.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,3.080.716,3.080.716,,3080716.0,3080716.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.080.000,3.080.000,,3080000.0,3080000.0
"b. Vốn đầu tư XDCB, mua sầm tài sản cố định","b. Vốn đầu tư XDCB, mua sầm tài sản cố định","b. Vốn đầu tư XDCB, mua sầm tài sản cố định",,-,-,,,
c. Thặng dư vốn cổ phần,"b. Vốn đầu tư XDCB, mua sầm tài sản cố định > c. Thặng dư vốn cổ phần",c. Thặng dư vốn cổ phần,,716,716,,716.0,716.0
d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,-,-,,,
e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,,-,-,,,
g. Vốn khác,g. Vốn khác,g. Vốn khác,,-,-,,,
2. Quỹ của TCTD,g. Vốn khác > 2. Quỹ của TCTD,2. Quỹ của TCTD,,287.460,281.216,,287460.0,281216.0
3. Chênh lệch tỷ giá hồi doái,3. Chênh lệch tỷ giá hồi doái,3. Chênh lệch tỷ giá hồi doái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,192.703,72.612,,192703.0,72612.0
IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,,-,-,,,
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,IX. Lợi ích của cổ đông thiểu số > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,23.420.608,20.983.087,,23420608.0,20983087.0
