row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dự phòng rủi ro trích lập trong năm /(Hoàn nhập trong năm) > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Năm trước > Số dư đầu năm > Dự phòng rủi ro trích lập trong năm /(Hoàn nhập trong năm) > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Chi tiết số dư dự phòng,Dự phòng chung > 102.622 > 5.227 > - > 107.849 > 101.054 > 1.568 > - > 102.622 > 31/12/2019,Dự phòng cụ thể > 8.922 > 21.791 > (22.558) > 8.155 > 15.854 > 279.740 > (286.672) > 8.922 > 31/12/2018,numeric__Dự phòng chung > 102.622 > 5.227 > - > 107.849 > 101.054 > 1.568 > - > 102.622 > 31/12/2019,numeric__Dự phòng cụ thể > 8.922 > 21.791 > (22.558) > 8.155 > 15.854 > 279.740 > (286.672) > 8.922 > 31/12/2018
Dự phòng rủi ro cho vay tổ chức tin dụng khác,Dự phòng rủi ro cho vay tổ chức tin dụng khác,Dự phòng rủi ro cho vay tổ chức tin dụng khác,1.350,-,1350.0,
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,114.654,111.544,114654.0,111544.0
+ Dự phòng chung,+ Dự phòng chung,+ Dự phòng chung,106.499,102.622,106499.0,102622.0
+ Dự phòng cụ thể,+ Dự phòng cụ thể,+ Dự phòng cụ thể,8.155,8.922,8155.0,8922.0
Cộng,Cộng,Cộng,116.004,111.544,116004.0,111544.0
