row_label_raw,row_label_full,(**): Thuyết minh tiền hỗ trợ lãi suất chờ Nhà nước thanh toán:,(**): Thuyết minh tiền hỗ trợ lãi suất chờ Nhà nước thanh toán:_1,(**): Thuyết minh tiền hỗ trợ lãi suất chờ Nhà nước thanh toán:_2,numeric__(**): Thuyết minh tiền hỗ trợ lãi suất chờ Nhà nước thanh toán:_1,numeric__(**): Thuyết minh tiền hỗ trợ lãi suất chờ Nhà nước thanh toán:_2
Tiền đã chi cho khách hàng vay hỗ trợ lãi suất,Tiền đã chi cho khách hàng vay hỗ trợ lãi suất,Tiền đã chi cho khách hàng vay hỗ trợ lãi suất,67.592,,67592.0,
Các khoản đã nhận tiền hỗ trợ lãi suất,Các khoản đã nhận tiền hỗ trợ lãi suất,Các khoản đã nhận tiền hỗ trợ lãi suất,(62.928),,-62928.0,
Khoản tiền còn phải thu hỗ trợ chờ nhà nước thanh toán,Khoản tiền còn phải thu hỗ trợ chờ nhà nước thanh toán,Khoản tiền còn phải thu hỗ trợ chờ nhà nước thanh toán,4.664,,4664.0,
14.4 Tài sản có khác,14.4 Tài sản có khác,14.4 Tài sản có khác,31/12/2019,31/12/2018,,
- Chỉ phí chờ phân bổ,14.4 Tài sản có khác > - Chỉ phí chờ phân bổ,- Chỉ phí chờ phân bổ,4.914,6.824,4914.0,6824.0
- Tài sản gân nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,14.4 Tài sản có khác > - Tài sản gân nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,- Tài sản gân nợ đã chuyển quyền sở hữu cho Ngân hàng đang chờ xử lý,45.754,15.340,45754.0,15340.0
+ Bất động sản,14.4 Tài sản có khác > + Bất động sản,+ Bất động sản,45.754,15.340,45754.0,15340.0
- Tài sản khác,14.4 Tài sản có khác > - Tài sản khác,- Tài sản khác,976,1.014,976.0,1014.0
Cộng,14.4 Tài sản có khác > Cộng,Cộng,51.644,23.178,51644.0,23178.0
