row_label_raw,row_label_full,31/12/2019,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi của khách hàng,numeric__Các cam kết tin dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,15.056.951,16.277.630,254.709,668,1.050.857,15056951.0,16277630.0,254709.0,668.0,1050857.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
31/12/2018,31/12/2018,31/12/2018,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,,,,,
Trong nước,31/12/2018 > Trong nước,Trong nước,13.771.099,15.289.392,239.384,-,2.064.349,13771099.0,15289392.0,239384.0,,2064349.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
