row_label_raw,row_label_full,Mãsố,NGUỐN VỐN,Thuyếtminh,Số cuối năm,Số dấu năm,numeric__NGUỐN VỐN,numeric__Thuyếtminh,numeric__Số cuối năm,numeric__Số dấu năm
300,300,300,C. NỘ PHẢI TRẢ,,4.545.451.942.407,4.732.215.965.361,,,4545451942407.0,4732215965361.0
310,310,310,I. Nợ ngắn hạn,,3.772.834.861.366,3.236.645.563.011,,,3772834861366.0,3236645563011.0
311,311,311,1. Phải trả người bán ngắn hạn,20.1,542.479.516.287,604.445.172.076,,201.0,542479516287.0,604445172076.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20.2,106.523.885.106,98.696.555.635,,202.0,106523885106.0,98696555635.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,20.412.399.497,26.948.489.726,,21.0,20412399497.0,26948489726.0
314,314,314,4. Phải trả người lao động,,30.484.477.756,22.621.950.526,,,30484477756.0,22621950526.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,23.311.616.663,36.452.750.488,,22.0,23311616663.0,36452750488.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,23,88.300.646.698,41.875.937.911,,23.0,88300646698.0,41875937911.0
319,319,319,7. Phải trả ngắn hạn khác,24,17.095.593.461,4.735.482.050,,24.0,17095593461.0,4735482050.0
320,320,320,8. Vay và nợ ngắn hạn,25,2.943.359.269.628,2.400.086.574.603,,25.0,2943359269628.0,2400086574603.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",26,867.456.270,782.649.996,,26.0,867456270.0,782649996.0
330,330,330,II. Nợ dài hạn,,772.617.081.041,1.495.570.402.350,,,772617081041.0,1495570402350.0
331,331,331,1. Phải trả người bán dài hạn,20.1,25.253.997.253,-,,201.0,25253997253.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,23,101.907.915.696,77.441.518.886,,23.0,101907915696.0,77441518886.0
337,337,337,3. Phải trả dài hạn khác,24,6.111.802.618,24.231.793.347,,24.0,6111802618.0,24231793347.0
338,338,338,4. Vay và nợ dài hạn,25,617.146.847.843,1.371.510.124.549,,25.0,617146847843.0,1371510124549.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,34.3,22.196.517.631,22.386.965.568,,343.0,22196517631.0,22386965568.0
400,400,400,D. VỐN CHỦ SỐ HỮU,,4.023.962.458.501,3.255.238.193.170,,,4023962458501.0,3255238193170.0
410,410,410,I. Vốn chủ sở hữu,27,4.023.962.458.501,3.255.238.193.170,,27.0,4023962458501.0,3255238193170.0
411,411,411,1. Vốn cổ phần đã phát hành,,2.217.599.740.000,1.711.999.760.000,,,2217599740000.0,1711999760000.0
411a,411a,411a,- Cổ phiếu phố thống có quyền biểu quyết,,2.217.599.740.000,1.711.999.760.000,,,2217599740000.0,1711999760000.0
412,412,412,2. Thăng dư vốn cổ phần,,692.074.189.329,532.112.689.329,,,692074189329.0,532112689329.0
414,414,414,3. Vốn khác của chủ sở hữu,,26.544.930.000,-,,,26544930000.0,
417,417,417,4. Chênh lệch tỷ giá hối đoái,,(1.007.294.337),(337.778.069),,,-1007294337.0,-337778069.0
418,418,418,5. Quỹ đầu tư phát triển,,80.481.616.464,67.258.859.051,,,80481616464.0,67258859051.0
420,420,420,6. Quỹ khác thuộc vốn chủ sở hữu,,13.177.404.323,13.177.404.323,,,13177404323.0,13177404323.0
421,421,421,7. Lợi nhuận sau thuế chưa phân phối,,568.716.740.171,602.685.892.796,,,568716740171.0,602685892796.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,313.931.181.110,142.219.983.017,,,313931181110.0,142219983017.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,254.785.559.061,460.465.909.779,,,254785559061.0,460465909779.0
429,429,429,8. Lợi ích cổ đông không kiểm soát,,426.375.132.551,328.341.365.740,,,426375132551.0,328341365740.0
440,440,440,TỔNG CỘNG NGUỐN VỐN,,8.569.414.400.908,7.987.454.158.531,,,8569414400908.0,7987454158531.0
