row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Đơn vị tính: VND > Số đầu năm > Giá gốc,Đơn vị tính: VND > Số đầu năm > Giá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị ghi số
Đầu tư trải phiếu (*),Đầu tư trải phiếu (*),Đầu tư trải phiếu (*),70.000.000.000,70.000.000.000,78.380.000.000,78.380.000.000,70000000000.0,70000000000.0,78380000000.0,78380000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,-,30.000.000.000,30.000.000.000,,,30000000000.0,30000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,70.000.000.000,70.000.000.000,108.380.000.000,108.380.000.000,70000000000.0,70000000000.0,108380000000.0,108380000000.0
