row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kê toán trước thuế,Tổng lợi nhuận kê toán trước thuế,Tổng lợi nhuận kê toán trước thuế,318.748.516.546,597.393.373.124,318748516546.0,597393373124.0
Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty,,,,
Thuế suất thuế TNDN 20%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN 20%,Thuế suất thuế TNDN 20%,37.470.885.418,83.027.414.657,37470885418.0,83027414657.0
Thuế suất thuế TNDN 17%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN 17%,Thuế suất thuế TNDN 17%,629.052.503,118.382.677,629052503.0,118382677.0
Thuế suất thuế TNDN ưu đãi 10%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN ưu đãi 10%,Thuế suất thuế TNDN ưu đãi 10%,11.728.223.213,13.245.813.363,11728223213.0,13245813363.0
Thuế suất thuế TNDN ưu đãi 5%,Thuế TNDN theo các thuế suất áp dụng cho Nhóm Công ty > Thuế suất thuế TNDN ưu đãi 5%,Thuế suất thuế TNDN ưu đãi 5%,-,1.378.154.334,,1378154334.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,,,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.048.478.055,11.083.319.921,1048478055.0,11083319921.0
Điều chỉnh thuế TNDN theo Nghị định 132 (*),Các khoản điều chỉnh > Điều chỉnh thuế TNDN theo Nghị định 132 (*),Điều chỉnh thuế TNDN theo Nghị định 132 (*),(9.901.932.653),-,-9901932653.0,
Điều chỉnh thuế TNDN năm trước,Các khoản điều chỉnh > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,(404.585.393),(4.648.874.896),-404585393.0,-4648874896.0
Thuế TNDN được miễn giảm theo Nghị định 114/2020/NĐ-CP,Các khoản điều chỉnh > Thuế TNDN được miễn giảm theo Nghị định 114/2020/NĐ-CP,Thuế TNDN được miễn giảm theo Nghị định 114/2020/NĐ-CP,(4.365.853.203),-,-4365853203.0,
Lỗ của các công ty con,Các khoản điều chỉnh > Lỗ của các công ty con,Lỗ của các công ty con,1.009.679.951,1.535.348.443,1009679951.0,1535348443.0
Điều chỉnh khác,Các khoản điều chỉnh > Điều chỉnh khác,Điều chỉnh khác,(1.638.242.024),624.941.956,-1638242024.0,624941956.0
Chi phí thuế TNDN,Các khoản điều chỉnh > Chi phí thuế TNDN,Chi phí thuế TNDN,35.575.705.867,106.364.500.455,35575705867.0,106364500455.0
