row_label_raw,row_label_full,Másố,TÀI SẢN,Thuyếtminh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,4.073.363.572.384,3.016.090.568.130,,,4073363572384.0,3016090568130.0
210,210,210,I. Các khoản phải thu dài hạn,,173.910.564.469,96.367.470.288,,,173910564469.0,96367470288.0
211,211,211,1. Phải thu dài hạn khách hàng,7.1,42.725.601.801,-,,71.0,42725601801.0,
215,215,215,2. Phải thu về cho vay dài hạn,8,114.055.000.000,75.700.000.000,,8.0,114055000000.0,75700000000.0
216,216,216,3. Phải thu dài hạn khác,9,17.129.962.668,20.667.470.288,,9.0,17129962668.0,20667470288.0
220,220,220,II. Tài sản cố định,,2.325.026.613.214,2.081.103.918.415,,,2325026613214.0,2081103918415.0
221,221,221,1. Tài sản cố định hữu hình,12,2.245.284.822.658,1.999.153.049.828,,12.0,2245284822658.0,1999153049828.0
222,222,222,Nguyên giá,,3.478.172.861.811,2.982.612.885.000,,,3478172861811.0,2982612885000.0
223,223,223,Giá trị khấu hao lũy kế,,(1.232.888.039.153),(983.459.835.172),,,-1232888039153.0,-983459835172.0
227,227,227,2. Tài sản cố định vô hình,13,79.741.790.556,81.950.868.587,,13.0,79741790556.0,81950868587.0
228,228,228,Nguyên giá,,95.689.126.074,94.825.808.865,,,95689126074.0,94825808865.0
229,229,229,Giá trị hao mòn lũy kế,,(15.947.335.518),(12.874.940.278),,,-15947335518.0,-12874940278.0
230,230,230,III. Bất động sản đầu tư,14,447.748.684.374,222.816.109.964,,14.0,447748684374.0,222816109964.0
231,231,231,1. Nguyên giá,,477.482.460.565,228.536.485.004,,,477482460565.0,228536485004.0
232,232,232,2. Giá trị khấu hao lũy kế,,(29.733.776.191),(5.720.375.040),,,-29733776191.0,-5720375040.0
240,240,240,IV. Tài sản dở dang dài hạn,,361.230.196.821,293.779.658.961,,,361230196821.0,293779658961.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,361.230.196.821,293.779.658.961,,16.0,361230196821.0,293779658961.0
250,250,250,V. Đầu tư tài chính dài hạn,17,488.178.292.178,123.559.449.802,,17.0,488178292178.0,123559449802.0
252,252,252,1. Đầu tư vào công ty liên kết,,401.303.292.178,15.179.449.802,,,401303292178.0,15179449802.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,17.353.094.158,-,,,17353094158.0,
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(478.094.158),-,,,-478094158.0,
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,70.000.000.000,108.380.000.000,,,70000000000.0,108380000000.0
260,260,260,VI. Tài sản dài hạn khác,,277.269.221.328,198.463.960.700,,,277269221328.0,198463960700.0
261,261,261,1. Chi phí trả trước dài hạn,18,261.846.885.299,198.274.060.283,,18.0,261846885299.0,198274060283.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34.3,230.359.530,189.900.417,,343.0,230359530.0,189900417.0
269,269,269,3. Lợi thể thương mại,19,15.191.976.499,-,,19.0,15191976499.0,
70,70,70,TỔNG CỘNG TÀI SẢN,,8.569.414.400.908,7.987.454.158.531,,,8569414400908.0,7987454158531.0
