row_label_raw,row_label_full,STT,Công ty,Đia chỉ,TY M kivich (%),TY M biểu quyết (%),Hoạt động chính,numeric__Công ty,numeric__Đia chỉ,numeric__TY M kivich (%),numeric__TY M biểu quyết (%),numeric__Hoạt động chính
1,1,1,"Công ty Cổ phần An Tiến Industries (Hill) (""Công ty An Tiến"")","Khu công nghiệp pha Nam, xã Văn Tiến, thành phố Yên Bái, tỉnh Yên Bái",63.54,63.54,"Sản xuất sản phẩm từ nhựa plastic, sản xuất phụ gia và bột đã",,,6354.0,6354.0,
2,2,2,"Công ty TNHH Khu công nghiệp Kỹ thuật cao An Phát (""Công ty An Phát Complex"")","Khu công nghiệp kỳ thuật cao An Phát, km 47, quốc 45, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương",100,100,Phát trên hạ tầng khu công nghiệp,,,100.0,100.0,
3,3,3,"An Thanh Biscol Singapore PTE. Ltd (""Công ty An Thành Singapore"") (*)","Số 8, Temasek Boulevard # 44-00 Suniec Tower Three, Singapore",63.54,100,Kinh doanh hạt nhựa,,,6354.0,100.0,
4,4,4,"Công ty Cổ phần An Thành Biscol (""Công ty An Thành"") (*)","Khu công nghiệp kỳ thuật cao An Phát, km 47, quốc 45, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương",74.12,89.37,"Bản buôn chuyên doanh hạt nhựa PP, PE, PS, PVS, ABS...",,,7412.0,8937.0,
5,5,5,"Công ty Cổ phần Lién văn An Tín (""Công ty An Tín"") (*)","Số 64.22 dương Phạm Hùng, phường Tư Minh, thành phố Hải Dương, tỉnh Hải Dương",44.48,70,"Văn tiêu hàng hóa bảng dương bộ, đường ven beaten và viễn dương",,,4448.0,70.0,
