row_label_raw,row_label_full,Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số cuối năm > Giá gốc > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số cuối năm > Dự phòng > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số cuối năm > Giá trị hợp lý > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số đầu năm > Giá gốc > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số đầu năm > Dự phòng > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),Số đầu năm > Giá trị hợp lý > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số cuối năm > Giá gốc > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số cuối năm > Dự phòng > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số cuối năm > Giá trị hợp lý > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số đầu năm > Giá gốc > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số đầu năm > Dự phòng > Đầu tư vào công ty liên kết(Thuyết minh số 17.1),numeric__Số đầu năm > Giá trị hợp lý > Đầu tư vào công ty liên kết(Thuyết minh số 17.1)
"Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội) (i)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội) (i)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội) (i)",373.668.028.801,-,418.971.397.600,-,-,-,373668028801.0,,418971397600.0,,,
"Công ty Cổ phần Sản xuất Tổng hợpSunrise Việt Nam (""Công ty Sunrise"") (ii)","Công ty Cổ phần Sản xuất Tổng hợpSunrise Việt Nam (""Công ty Sunrise"") (ii)","Công ty Cổ phần Sản xuất Tổng hợpSunrise Việt Nam (""Công ty Sunrise"") (ii)",27.035.263.377,-,(*),15.179.449.802,-,(*),27035263377.0,,,15179449802.0,,
"Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông) (iii)","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông) (iii)","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông) (iii)",600.000.000,-,(*),-,-,-,600000000.0,,,,,
"Đầu tư góp vốn vào đơn vị khácCông ty Cổ phần Nhựa Bao bì Vinh(""Công ty Bao bì Vinh"") (iv)","Đầu tư góp vốn vào đơn vị khácCông ty Cổ phần Nhựa Bao bì Vinh(""Công ty Bao bì Vinh"") (iv)","Đầu tư góp vốn vào đơn vị khácCông ty Cổ phần Nhựa Bao bì Vinh(""Công ty Bao bì Vinh"") (iv)",17.353.094.158,(478.094.158),16.875.000.000,-,-,-,17353094158.0,-478094158.0,16875000000.0,,,
Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2),,,,,,
Đầu tư trái phiếu,Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2) > Đầu tư trái phiếu,Đầu tư trái phiếu,70.000.000.000,-,(*),78.380.000.000,-,(*),70000000000.0,,,78380000000.0,,
Tiền gửi có kỳ hạn,Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2) > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,-,-,30.000.000.000,-,(*),,,,30000000000.0,,
TỔNG CỘNG,Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 17.2) > TỔNG CỘNG,TỔNG CỘNG,488.656.386.336,(478.094.158),,123.559.449.802,-,,488656386336.0,-478094158.0,,123559449802.0,,
