row_label_raw,row_label_full,Công ty Cổ phần nhựa bao bi Vinh,Công ty liên kết của Công ty mẹ,Mua hàng hóa,1.068.441.000,col_4,numeric__Công ty liên kết của Công ty mẹ,numeric__Mua hàng hóa,numeric__1.068.441.000,numeric__col_4
Công ty Sunrise,Công ty Sunrise,Công ty Sunrise,Công ty liên kết,Mua hàng hóa,966.849.999,1.654.926.592,,,966849999.0,1654926592.0
Công ty An Cường,Công ty An Cường,Công ty An Cường,Công ty cùng Tập đoàn,Mua hàng hóa,155.945.370,,,,155945370.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty cùng Tập đoàn,Mua hàng hóa,30.000.000,,,,30000000.0,
,,,,,2.221.236.369,1.654.926.592,,,2221236369.0,1654926592.0
