row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do mua công ty con,Số phải thu trong năm,Số đã thu trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do mua công ty con,numeric__Số phải thu trong năm,numeric__Số đã thu trong năm,numeric__Số cuối năm
Phải thuThuế thu nhập doanh nghiệp,Phải thuThuế thu nhập doanh nghiệp,Phải thuThuế thu nhập doanh nghiệp,1.335.253.229,-,1.092.978.932,(1.335.253.229),1.092.978.932,1335253229.0,,1092978932.0,-1335253229.0,1092978932.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.335.253.229,-,1.092.978.932,(1.335.253.229),1.092.978.932,1335253229.0,,1092978932.0,-1335253229.0,1092978932.0
,,,Số đầu năm,Tăng do mua công ty con,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,,,,,
Phải nộpThuế thu nhập doanh nghiệp,Phải nộpThuế thu nhập doanh nghiệp,Phải nộpThuế thu nhập doanh nghiệp,26.065.381.611,-,35.806.612.917,(49.837.236.716),12.034.757.812,26065381611.0,,35806612917.0,-49837236716.0,12034757812.0
Thuế giả trị gia tăng,Thuế giả trị gia tăng,Thuế giả trị gia tăng,418.976.337,-,102.681.490.997,(97.283.691.897),5.816.775.437,418976337.0,,102681490997.0,-97283691897.0,5816775437.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,353.816.778,46.259.281,4.921.929.592,(4.774.757.785),547.247.866,353816778.0,46259281.0,4921929592.0,-4774757785.0,547247866.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,-,-,7.111.475.827,(7.111.475.827),-,,,7111475827.0,-7111475827.0,
Thuế và các khoản phải nộp khác,Thuế và các khoản phải nộp khác,Thuế và các khoản phải nộp khác,110.315.000,-,3.067.198.947,(1.163.895.565),2.013.618.382,110315000.0,,3067198947.0,-1163895565.0,2013618382.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,26.948.489.726,46.259.281,163.588.708.280,(160.171.057.790),20.412.399.497,26948489726.0,46259281.0,163588708280.0,-160171057790.0,20412399497.0
