row_label_raw,row_label_full,Giá trị đầu tư: > Số đầu năm,Công ty Sunrise > Giá trị đầu tư: > 15.236.000.000,Công ty Nhựa Hà Nội > Giá trị đầu tư: > -,Công ty An Đông > Giá trị đầu tư: > -,Đơn vị tính: VND Tổng công > Giá trị đầu tư: > 15.236.000.000,numeric__Công ty Sunrise > Giá trị đầu tư: > 15.236.000.000,numeric__Công ty Nhựa Hà Nội > Giá trị đầu tư: > -,numeric__Công ty An Đông > Giá trị đầu tư: > -,numeric__Đơn vị tính: VND Tổng công > Giá trị đầu tư: > 15.236.000.000
Tăng giả trị đầu tư,Tăng giả trị đầu tư,Tăng giả trị đầu tư,8.764.000.000,360.055.546.231,600.000.000,369.419.546.231,8764000000.0,360055546231.0,600000000.0,369419546231.0
Số cuối năm,Số cuối năm,Số cuối năm,24.000.000.000,360.055.546.231,600.000.000,384.655.546.231,24000000000.0,360055546231.0,600000000.0,384655546231.0
Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua:,,,,
Số đầu năm,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua: > Số đầu năm,Số đầu năm,(56.550.198),-,-,(56.550.198),-56550198.0,,,-56550198.0
Lãi trong năm,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua: > Lãi trong năm,Lãi trong năm,3.091.813.575,13.612.482.570,-,16.704.296.145,3091813575.0,13612482570.0,,16704296145.0
Số cuối năm,Lãi/(lỗ) từ công ty liên kết kế từ thời điểm mua: > Số cuối năm,Số cuối năm,3.035.263.377,13.612.482.570,-,16.647.745.947,3035263377.0,13612482570.0,,16647745947.0
Tổng giả trị:,Tổng giả trị:,Tổng giả trị:,Tổng giả trị:,Tổng giả trị:,Tổng giả trị:,Tổng giả trị:,,,,
Số đầu năm,Tổng giả trị: > Số đầu năm,Số đầu năm,15.179.449.802,-,-,15.179.449.802,15179449802.0,,,15179449802.0
Số cuối năm,Tổng giả trị: > Số cuối năm,Số cuối năm,27.035.263.377,373.668.028.801,600.000.000,401.303.292.178,27035263377.0,373668028801.0,600000000.0,401303292178.0
