row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,15.725.066.538,9.238.136.088,15725066538.0,9238136088.0
Thu nhập khác do hủy hợp đồng,Thu nhập khác do hủy hợp đồng,Thu nhập khác do hủy hợp đồng,11.443.867.898,1.894.125.991,11443867898.0,1894125991.0
Lãi từ thanh lý tài sản,Lãi từ thanh lý tài sản,Lãi từ thanh lý tài sản,133.659.933,618.316.273,133659933.0,618316273.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,4.147.538.707,3.054.972.304,4147538707.0,3054972304.0
Thu nhập từ cho thuê nhà xưởng,Thu nhập từ cho thuê nhà xưởng,Thu nhập từ cho thuê nhà xưởng,-,3.670.721.520,,3670721520.0
Chi phí khác,Chi phí khác,Chi phí khác,7.899.714.407,2.246.314.543,7899714407.0,2246314543.0
Tiền phát theo biên bản thanh tra thuế,Tiền phát theo biên bản thanh tra thuế,Tiền phát theo biên bản thanh tra thuế,3.821.997.968,-,3821997968.0,
Lỗ từ thanh lý công cụ dụng cụ,Lỗ từ thanh lý công cụ dụng cụ,Lỗ từ thanh lý công cụ dụng cụ,2.806.684.323,-,2806684323.0,
Chi phí khác,Chi phí khác,Chi phí khác,1.271.032.116,2.246.314.543,1271032116.0,2246314543.0
LỢI NHUẬN KHÁC THUẬN,LỢI NHUẬN KHÁC THUẬN,LỢI NHUẬN KHÁC THUẬN,7.825.352.131,6.991.821.545,7825352131.0,6991821545.0
