row_label_raw,row_label_full,Ông Pham Ánh Dương,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Thành viên,
Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Thành viên,
Bà Hóa Thị Thu Hà,Bà Hóa Thị Thu Hà,Bà Hóa Thị Thu Hà,Thành viên,
Ông Đình Xuân Cường,Ông Đình Xuân Cường,Ông Đình Xuân Cường,Thành viên,
