row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
a),a),a),Ngắn hạn,3.864.449.931,3.705.729.392,,3864449931.0,3705729392.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,3.611.864.940,3.538.730.797,,3611864940.0,3538730797.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Chung cư Bamboo Garden,106.878.712,163.071.316,,106878712.0,163071316.0
a),a),a),Doanh thu nhận trước phí dịch vụ,145.706.279,3.927.279,,145706279.0,3927279.0
b),b),b),Dài hạn,162.755.029.987,188.465.910.107,,162755029987.0,188465910107.0
b),b),b),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,70.671.978.718,72.989.092.746,,70671978718.0,72989092746.0
b),b),b),Doanh thu tiền học phí nhận trước,-,1.316.800.000,,,1316800000.0
b),b),b),Doanh thu nhận trước phí dịch vụ căn hộ Dự án Sonasea Condotel & Vilas Phú Quốc,47.760.030.415,57.490.956.051,,47760030415.0,57490956051.0
b),b),b),Doanh thu nhận trước phí sử dụng tiện ích Dự án Sonasea Villas and Resort,44.323.020.854,56.669.061.310,,44323020854.0,56669061310.0
b),b),b),Cộng,166.619.479.918,192.171.639.499,,166619479918.0,192171639499.0
