row_label_raw,row_label_full,col_0,col_1,Năm 2024,Năm 2023(Trình bày lại),numeric__col_1,numeric__Năm 2024,numeric__Năm 2023(Trình bày lại)
,,,,VND,VND,,,
a),a),a),Các khoản chi phí bán hàng phát sinh trong năm,68.973.060.496,122.608.818.719,,68973060496.0,122608818719.0
a),a),a),Chi phí nhân viên bán hàng,5.382.333.114,5.975.089.409,,5382333114.0,5975089409.0
a),a),a),Chi phí khấu hao TSCĐ,4.796.471,550.639.457,,4796471.0,550639457.0
a),a),a),Chi phí dịch vụ mua ngoài,56.261.830.894,63.897.751.641,,56261830894.0,63897751641.0
a),a),a),Các khoản chi phí bán hàng khác,7.324.100.017,52.185.338.212,,7324100017.0,52185338212.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,100.447.250.198,102.592.652.407,,100447250198.0,102592652407.0
b),b),b),Chi phí nhân viên quản lý,41.623.399.968,40.981.939.977,,41623399968.0,40981939977.0
b),b),b),Chi phí khấu hao TSCĐ,8.299.556.029,7.981.023.544,,8299556029.0,7981023544.0
b),b),b),Chi phí dự phòng,17.556.675.867,15.169.088.354,,17556675867.0,15169088354.0
b),b),b),Phân bổ lợi thế thương mại,17.650.418.076,17.650.418.076,,17650418076.0,17650418076.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp khác,15.317.200.258,20.810.182.456,,15317200258.0,20810182456.0
c),c),c),Các khoản ghi giảm chi phí quản lý doanh nghiệp,(2.815.977.373),(682.142.103),,-2815977373.0,-682142103.0
c),c),c),Hoàn nhập dự phòng phải thu,(2.815.977.373),(682.142.103),,-2815977373.0,-682142103.0
