row_label_raw,row_label_full,3. Thù lao của các thành viên Ban kiểm soát,3. Thù lao của các thành viên Ban kiểm soát_1,120.000.000,120.000.000_1,numeric__3. Thù lao của các thành viên Ban kiểm soát_1,numeric__120.000.000,numeric__120.000.000_1
Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Trường Ban kiểm soát,48.000.000,48.000.000,,48000000.0,48000000.0
Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Thành viên ban kiểm soát,36.000.000,36.000.000,,36000000.0,36000000.0
Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Thành viên ban kiểm soát,36.000.000,36.000.000,,36000000.0,36000000.0
