row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng đề xác định giá trị tài sản thuế thu nhập hoãn lại,31/12/2024VND > 10%,01/01/2024VND > 10%,numeric__31/12/2024VND > 10%,numeric__01/01/2024VND > 10%
Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (1),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (1),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (1),1.745.961.701,1.792.994.223,1745961701.0,1792994223.0
Thuế suất thuế TNDN sử dụng đề xác định giá trị tài sản thuế thu nhập hoãn lại,Thuế suất thuế TNDN sử dụng đề xác định giá trị tài sản thuế thu nhập hoãn lại,Thuế suất thuế TNDN sử dụng đề xác định giá trị tài sản thuế thu nhập hoãn lại,20%,20%,0.2,0.2
Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (2),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (2),Tài sản thuế Thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ (2),20.994.528.644,21.861.398.462,20994528644.0,21861398462.0
Tài sản thuế thu nhập hoãn lại (3)=(1)+(2),Tài sản thuế thu nhập hoãn lại (3)=(1)+(2),Tài sản thuế thu nhập hoãn lại (3)=(1)+(2),22.740.490.345,23.654.392.685,22740490345.0,23654392685.0
