row_label_raw,row_label_full,col_0,col_1,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,193.352.954.059,193.352.954.059,457.509.060.612,806.621.607.055,542.465.500.502,542.465.500.502,,193352954059.0,193352954059.0,457509060612.0,806621607055.0,542465500502.0,542465500502.0
a),a),a),Vay ngắn hạn,48.108.351.348,48.108.351.348,334.264.457.901,605.499.305.699,319.343.199.146,319.343.199.146,,48108351348.0,48108351348.0,334264457901.0,605499305699.0,319343199146.0,319343199146.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),48.108.351.348,48.108.351.348,334.264.457.901,604.069.305.699,317.913.199.146,317.913.199.146,,48108351348.0,48108351348.0,334264457901.0,604069305699.0,317913199146.0,317913199146.0
a),a),a),Vay các đối tượng khác (2),-,-,-,1.430.000.000,1.430.000.000,1.430.000.000,,,,,1430000000.0,1430000000.0,1430000000.0
a),a),a),Vay dài hạn đến hạn trả,145.244.602.711,145.244.602.711,123.244.602.711,201.122.301.356,223.122.301.356,223.122.301.356,,145244602711.0,145244602711.0,123244602711.0,201122301356.0,223122301356.0,223122301356.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),145.244.602.711,145.244.602.711,123.244.602.711,181.122.301.356,203.122.301.356,203.122.301.356,,145244602711.0,145244602711.0,123244602711.0,181122301356.0,203122301356.0,203122301356.0
a),a),a),Ngân hàng TMCP Công thương Việt Nam - CN Thành An,-,-,-,20.000.000.000,20.000.000.000,20.000.000.000,,,,,20000000000.0,20000000000.0,20000000000.0
b),b),b),Dài hạn,334.970.759.139,334.970.759.139,191.663.454.997,135.999.999.999,279.307.304.141,279.307.304.141,,334970759139.0,334970759139.0,191663454997.0,135999999999.0,279307304141.0,279307304141.0
b),b),b),Vay dài hạn,334.970.759.139,334.970.759.139,191.663.454.997,135.999.999.999,279.307.304.141,279.307.304.141,,334970759139.0,334970759139.0,191663454997.0,135999999999.0,279307304141.0,279307304141.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),334.970.759.139,334.970.759.139,191.663.454.997,135.999.999.999,279.307.304.141,279.307.304.141,,334970759139.0,334970759139.0,191663454997.0,135999999999.0,279307304141.0,279307304141.0
b),b),b),Cộng,528.323.713.198,528.323.713.198,649.172.515.609,942.621.607.054,821.772.804.643,821.772.804.643,,528323713198.0,528323713198.0,649172515609.0,942621607054.0,821772804643.0,821772804643.0
