row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
a),a),a),Ngắn hạn,75.634.263.407,116.511.443.689,,75634263407.0,116511443689.0
a),a),a),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",4.793.558.456,1.661.604.927,,4793558456.0,1661604927.0
a),a),a),Chi phí bảo hiểm chờ phân bổ,151.785.881,186.635.662,,151785881.0,186635662.0
a),a),a),Chi phí môi giới bất động sản,58.632.782.354,99.232.465.735,,58632782354.0,99232465735.0
a),a),a),Chi phí khác chờ phân bổ,12.056.136.716,15.430.737.365,,12056136716.0,15430737365.0
b),b),b),Dài hạn,57.978.310.208,55.634.713.877,,57978310208.0,55634713877.0
b),b),b),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",23.517.903.819,4.455.027.002,,23517903819.0,4455027002.0
b),b),b),Chi phí trả trước thuê văn phòng,3.609.897.165,28.475.177.222,,3609897165.0,28475177222.0
b),b),b),Chi phí nhượng quyền thương mại Wyndham Hotel,1.744.068.601,1.866.400.000,,1744068601.0,1866400000.0
b),b),b),Chi phí quyền sử dụng đất Wynham Hotel,6.364.206.374,-,,6364206374.0,
b),b),b),Chi phí môi giới bất động sản chờ phân bổ,3.374.427.796,3.374.427.792,,3374427796.0,3374427792.0
b),b),b),Chi phí khác chờ phân bổ,19.367.806.453,17.463.681.861,,19367806453.0,17463681861.0
,,,Cộng,133.612.573.615,172.146.157.566,,133612573615.0,172146157566.0
