row_label_raw,row_label_full,Họ và tên,Chức vụ,Năm 2024VND,Năm 2023VND,numeric__Chức vụ,numeric__Năm 2024VND,numeric__Năm 2023VND
1. Thu nhập các thành viên Ban Tổng giám đốc,1. Thu nhập các thành viên Ban Tổng giám đốc,1. Thu nhập các thành viên Ban Tổng giám đốc,1. Thu nhập các thành viên Ban Tổng giám đốc,5.033.156.169,14.000.920.035,,5033156169.0,14000920035.0
Ông Cao Văn Kiên,Ông Cao Văn Kiên,Ông Cao Văn Kiên,Tổng Giám đốc (i),359.598.210,1.097.542.985,,359598210.0,1097542985.0
Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Tổng Giám đốc (Miễn nhiệm từ ngày 06/5/2024),695.044.515,4.030.947.904,,695044515.0,4030947904.0
Ông Tạ Văn Tố,Ông Tạ Văn Tố,Ông Tạ Văn Tố,Phó Tổng giám đốc,342.857.767,1.157.149.506,,342857767.0,1157149506.0
Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Phó Tổng giám đốc,1.373.541.772,3.737.290.203,,1373541772.0,3737290203.0
Ông Trần Đạo Đức,Ông Trần Đạo Đức,Ông Trần Đạo Đức,Phó Tổng giám đốc,1.263.984.325,1.965.298.812,,1263984325.0,1965298812.0
Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Phó Tổng giám đốc,998.129.580,2.012.690.625,,998129580.0,2012690625.0
