row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Ông Đoàn Văn Bình,Ông Đoàn Văn Bình,Ông Đoàn Văn Bình,Chủ tịch HĐQT,
Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Ông Đoàn Văn Minh,Thành viên HĐQT,
Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Bà Vũ Thị Lan Anh,Thành viên HĐQT kiểm Phó Tổng giám đốc,
Ông Trần Trung Kết,Ông Trần Trung Kết,Ông Trần Trung Kết,Thành viên HĐQT,
Ông Hoàng Thiết Hùng,Ông Hoàng Thiết Hùng,Ông Hoàng Thiết Hùng,Thành viên độc lập (Miễn nhiệm từ ngày 03/5/2024),
Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Ông Nguyễn Văn Đông,Thành viên độc lập (Bổ nhiệm từ ngày 03/5/2024),
Ông Cao Văn Kiên,Ông Cao Văn Kiên,Ông Cao Văn Kiên,Tổng Giám đốc (Bổ nhiệm từ ngày 06/5/2024),
Ông Tạ Văn Tố,Ông Tạ Văn Tố,Ông Tạ Văn Tố,Phó Tổng giám đốc,
Ông Trần Đạo Đức,Ông Trần Đạo Đức,Ông Trần Đạo Đức,Phó Tổng giám đốc,
Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Bà Đỗ Phương Anh,Phó Tổng giám đốc,
Bà Đỗ Thị Thơm,Bà Đỗ Thị Thơm,Bà Đỗ Thị Thơm,Kế toán trường,
Ông Đoàn Tiến Trung,Ông Đoàn Tiến Trung,Ông Đoàn Tiến Trung,Người có liên quan với Kế toán trường,
Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Bà Trần Thị Thùy Linh,Trường Ban kiểm soát,
Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Ông Bùi Đức Thuyên,Thành viên ban kiểm soát,
Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Bà Nguyễn Thu Phương,Thành viên ban kiểm soát,
