row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,%,31/12/2014Triệu VND,%_1,numeric__31/12/2015Triệu VND,numeric__%,numeric__31/12/2014Triệu VND,numeric__%_1
Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,Dư nợ cho vay khách hàng của Ngân hàng,,,,
Cho vay các TCKT,Dư nợ cho vay khách hàng của Ngân hàng > Cho vay các TCKT,Cho vay các TCKT,85.429.402,"70,39",76.710.831,"76,28",85429402.0,70.39,76710831.0,76.28
Công ty Nhà nước,Dư nợ cho vay khách hàng của Ngân hàng > Công ty Nhà nước,Công ty Nhà nước,4.618.039,"3,81",6.439.076,"6,40",4618039.0,3.81,6439076.0,6.4
Công ty TNHH MTV Vốn Nhà nước 100%,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,9.462.984,"7,80",8.434.830,"8,39",9462984.0,7.8,8434830.0,8.39
Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,236.835,"0,20",436.267,"0,43",236835.0,0.2,436267.0,0.43
Công ty TNHH khác,Dư nợ cho vay khách hàng của Ngân hàng > Công ty TNHH khác,Công ty TNHH khác,25.657.511,"21,14",22.135.325,"22,01",25657511.0,21.14,22135325.0,22.01
Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Dư nợ cho vay khách hàng của Ngân hàng > Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần Vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),9.636.970,"7,94",7.688.164,"7,65",9636970.0,7.94,7688164.0,7.65
Công ty cổ phần khác,Dư nợ cho vay khách hàng của Ngân hàng > Công ty cổ phần khác,Công ty cổ phần khác,33.029.850,"27,20",27.366.982,"27,21",33029850.0,27.2,27366982.0,27.21
Doanh nghiệp tư nhân,Dư nợ cho vay khách hàng của Ngân hàng > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.884.653,"1,55",3.641.774,"3,62",1884653.0,1.55,3641774.0,3.62
Doanh nghiệp có vốn đầu tư nước ngoài,Dư nợ cho vay khách hàng của Ngân hàng > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,713.785,"0,59",408.081,"0,41",713785.0,0.59,408081.0,0.41
