row_label_raw,row_label_full,col_0,Như đã báo cáo trước đây Triệu VND,Năm 2014Phân loại lạiTriệu VND,Sau khi phân loại lạiTriệu VND,numeric__Như đã báo cáo trước đây Triệu VND,numeric__Năm 2014Phân loại lạiTriệu VND,numeric__Sau khi phân loại lạiTriệu VND
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,13.148.604,495.902,13.644.506,13148604.0,495902.0,13644506.0
Thu nhập từ hoạt động dịch vụ,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.408.192,(495.902),912.290,1408192.0,-495902.0,912290.0
,,,14.556.796,-,14.556.796,14556796.0,,14556796.0
BÁO CÁO LƯU CHUYỀN TIỀN TỆ,BÁO CÁO LƯU CHUYỀN TIỀN TỆ,BÁO CÁO LƯU CHUYỀN TIỀN TỆ,BÁO CÁO LƯU CHUYỀN TIỀN TỆ,BÁO CÁO LƯU CHUYỀN TIỀN TỆ,BÁO CÁO LƯU CHUYỀN TIỀN TỆ,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,BÁO CÁO LƯU CHUYỀN TIỀN TỆ > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,12.982.960,495.902,13.478.862,12982960.0,495902.0,13478862.0
Thu nhập thuần từ hoạt động dịch vụ nhận được,BÁO CÁO LƯU CHUYỀN TIỀN TỆ > Thu nhập thuần từ hoạt động dịch vụ nhận được,Thu nhập thuần từ hoạt động dịch vụ nhận được,950.402,(495.902),454.500,950402.0,-495902.0,454500.0
,,,13.933.362,-,13.933.362,13933362.0,,13933362.0
