row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2014(Triệu VND),VND,USD,EUR,Vàng,Tiền tệ khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Tiền tệ khác,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,941.863,191.481,57.683,2.692,39.512,1.233.231,941863.0,191481.0,57683.0,2692.0,39512.0,1233231.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,2.594.730,3.271.904,-,-,200.848,6.067.482,2594730.0,3271904.0,,,200848.0,6067482.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,15.347.171,5.531.958,885.661,-,92.967,21.857.757,15347171.0,5531958.0,885661.0,,92967.0,21857757.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,10.545.687,-,-,-,-,10.545.687,10545687.0,,,,,10545687.0
Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Các công cụ tài chính phải sinhvà các tài sản tài chính khác,(88.960),94.211,875,-,(739),5.387,-88960.0,94211.0,875.0,,-739.0,5387.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,82.742.041,17.530.825,84.688,-,211.452,100.569.006,82742041.0,17530825.0,84688.0,,211452.0,100569006.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,51.104.910,-,-,-,-,51.104.910,51104910.0,,,,,51104910.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",1.632.009,-,683,-,-,1.632.692,1632009.0,,683.0,,,1632692.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,1.927.332,-,-,-,-,1.927.332,1927332.0,,,,,1927332.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,272.665,-,-,-,-,272.665,272665.0,,,,,272665.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,8.783.651,132.689,1.662,-,8.094,8.926.096,8783651.0,132689.0,1662.0,,8094.0,8926096.0
,,,175.803.099,26.753.068,1.031.252,2.692,552.134,204.142.245,175803099.0,26753068.0,1031252.0,2692.0,552134.0,204142245.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,3.734.920,743.028,18,-,126.209,4.604.175,3734920.0,743028.0,18.0,,126209.0,4604175.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,146.055.927,20.446.404,1.026.459,-,79.717,167.608.507,146055927.0,20446404.0,1026459.0,,79717.0,167608507.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",224.788,-,-,-,-,224.788,224788.0,,,,,224788.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,2.000.058,-,-,-,-,2.000.058,2000058.0,,,,,2000058.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,4.433.935,4.468.684,600,-,215,8.903.434,4433935.0,4468684.0,600.0,,215.0,8903434.0
,,,156.449.628,25.658.116,1.027.077,-,206.141,183.340.962,156449628.0,25658116.0,1027077.0,,206141.0,183340962.0
Trạng thái tiền tệ nội bảng,Nợ phải trả > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,19.353.471,1.094.952,4.175,2.692,345.993,20.801.283,19353471.0,1094952.0,4175.0,2692.0,345993.0,20801283.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,-,499.898,-,-,182.520,682.418,,499898.0,,,182520.0,682418.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",19.353.471,1.594.850,4.175,2.692,528.513,21.483.701,19353471.0,1594850.0,4175.0,2692.0,528513.0,21483701.0
