row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015,Cho vay khách hàng -gộpTriệu VND,Tiền gửi của khách hàngTriệu VND,Nợ tiềm tàng và các cam kết tín dụngTriệu VND,Công cụ tài chínhphái sinhTriệu VND,Đầu tư chứng khoán -gộpTriệu VND,numeric__Cho vay khách hàng -gộpTriệu VND,numeric__Tiền gửi của khách hàngTriệu VND,numeric__Nợ tiềm tàng và các cam kết tín dụngTriệu VND,numeric__Công cụ tài chínhphái sinhTriệu VND,numeric__Đầu tư chứng khoán -gộpTriệu VND
Trong nướcNước ngoài,Trong nướcNước ngoài,Trong nướcNước ngoài,118.720.6852.627.945,181.024.833540.551,36.520.147-,96.437-,51.197.471-,1187206852627945.0,181024833540551.0,,,
,,,121.348.630,181.565.384,36.520.147,96.437,51.197.471,121348630.0,181565384.0,36520147.0,96437.0,51197471.0
Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Cho vay khách hàng -gộpTriệu VND,Tiền gửi của khách hàngTriệu VND,Nợ tiềm tàng và các cam kết tín dụngTriệu VND,Công cụ tài chínhphái sinhTriệu VND,Đầu tư chứng khoán -gộpTriệu VND,,,,,
Trong nướcNước ngoài,Tại ngày 31 tháng 12 năm 2014 > Trong nướcNước ngoài,Trong nướcNước ngoài,98.666.2091.902.797,167.351.377257.130,49.818.3778.872,5.387-,61.650.597-,986662091902797.0,167351377257130.0,498183778872.0,,
,,,100.569.006,167.608.507,49.827.249,5.387,61.650.597,100569006.0,167608507.0,49827249.0,5387.0,61650597.0
