row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2015 Triệu VND,31/12/2014 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2015 Triệu VND,numeric__31/12/2014 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,5,1.235.658,1.233.231,,5.0,1235658.0,1233231.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,6,8.181.894,6.067.482,,6.0,8181894.0,6067482.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",7,28.658.950,21.415.257,,7.0,28658950.0,21415257.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,17.784.947,11.104.280,,,17784947.0,11104280.0
2,A > 2,2,Cho vay các TCTD khác,,11.143.003,10.753.477,,,11143003.0,10753477.0
3,A > 3,3,Dự phòng rủi ro,,(269.000),(442.500),,,-269000.0,-442500.0
IV,A > IV,IV,Chứng khoán kinh doanh,8,3.469.067,10.456.489,,8.0,3469067.0,10456489.0
1,A > 1,1,Chứng khoán kinh doanh,,3.614.309,10.545.687,,,3614309.0,10545687.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,(145.242),(89.198),,,-145242.0,-89198.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,96.437,5.387,,9.0,96437.0,5387.0
VI,A > VI,VI,Cho vay khách hàng,,119.372.248,98.106.265,,,119372248.0,98106265.0
1,A > 1,1,Cho vay khách hàng,10,121.348.630,100.569.006,,10.0,121348630.0,100569006.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,11,(1.976.382),(2.462.741),,11.0,-1976382.0,-2462741.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,46.760.198,50.781.094,,12.0,46760198.0,50781094.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng đề bán,,39.513.026,44.647.646,,,39513026.0,44647646.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,8.070.136,6.457.264,,,8070136.0,6457264.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(822.964),(323.816),,,-822964.0,-323816.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,1.606.122,1.459.650,,13.0,1606122.0,1459650.0
3,A > 3,3,Đầu tư vào công ty liên kết,,362.470,361.960,,,362470.0,361960.0
4,A > 4,4,Đầu tư dài hạn khác,,1.464.944,1.270.732,,,1464944.0,1270732.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(221.292),(173.042),,,-221292.0,-173042.0
X,A > X,X,Tài sân cố định,,1.931.689,1.927.332,,,1931689.0,1927332.0
1,A > 1,1,Tài sân cố định hữu hình,14,731.085,775.170,,14.0,731085.0,775170.0
a,A > a,a,Nguyên giá,,1.820.179,1.643.793,,,1820179.0,1643793.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.089.094),(868.623),,,-1089094.0,-868623.0
3,A > 3,3,Tài sân cố định vô hình,15,1.200.604,1.152.162,,15.0,1200604.0,1152162.0
a,A > a,a,Nguyên giá,,1.574.714,1.457.968,,,1574714.0,1457968.0
b,A > b,b,Giá trị hao mòn lũy kế,,(374.110),(305.806),,,-374110.0,-305806.0
XI,A > XI,XI,Bất động sản đầu tư,16,298.451,272.665,,16.0,298451.0,272665.0
a,A > a,a,Nguyên giá,,301.988,273.170,,,301988.0,273170.0
b,A > b,b,Giá trị hao mòn lũy kế,,(3.537),(505),,,-3537.0,-505.0
XII,A > XII,XII,Tài sân Có khác,17,9.431.279,8.764.322,,17.0,9431279.0,8764322.0
1,A > 1,1,Các khoản phải thu,,5.657.166,4.652.248,,,5657166.0,4652248.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.865.221,3.514.341,,,2865221.0,3514341.0
3,A > 3,3,Tài sân thuế thu nhập doanh nghiệp hoãn lại,33,1.805,2.944,,33.0,1805.0,2944.0
4,A > 4,4,Tài sân Có khác,,1.121.905,756.563,,,1121905.0,756563.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(214.818),(161.774),,,-214818.0,-161774.0
,,,TỔNG TÀI SẢN,,221.041.993,200.489.174,,,221041993.0,200489174.0
