row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
▪ Xây dựng cơ bán dở dang,Các khoản phải thu > ▪ Xây dựng cơ bán dở dang,▪ Xây dựng cơ bán dở dang,208.818,669.482,208818.0,669482.0
▪ Các khoản phải thu nội bộ,Các khoản phải thu > ▪ Các khoản phải thu nội bộ,▪ Các khoản phải thu nội bộ,84.906,103.740,84906.0,103740.0
▪ Các hợp đồng mua và cam kết bán lại chứng khoán,Các khoản phải thu > ▪ Các hợp đồng mua và cam kết bán lại chứng khoán,▪ Các hợp đồng mua và cam kết bán lại chứng khoán,-,1.229.089,,1229089.0
▪ Các khoản tạm ứng và đặt cọc hợp đồng xây dựng,Các khoản phải thu > ▪ Các khoản tạm ứng và đặt cọc hợp đồng xây dựng,▪ Các khoản tạm ứng và đặt cọc hợp đồng xây dựng,4.067.625,1.536.324,4067625.0,1536324.0
▪ Đặt cọc hợp đồng bảo hiểm,Các khoản phải thu > ▪ Đặt cọc hợp đồng bảo hiểm,▪ Đặt cọc hợp đồng bảo hiểm,226.434,104.433,226434.0,104433.0
▪ Các khoản ký quỹ bảo lãnh tại ngân hàng nước ngoài,Các khoản phải thu > ▪ Các khoản ký quỹ bảo lãnh tại ngân hàng nước ngoài,▪ Các khoản ký quỹ bảo lãnh tại ngân hàng nước ngoài,80.551,53.308,80551.0,53308.0
▪ Các khoản phải thu khách hàng tại các công ty con,Các khoản phải thu > ▪ Các khoản phải thu khách hàng tại các công ty con,▪ Các khoản phải thu khách hàng tại các công ty con,487.371,499.828,487371.0,499828.0
▪ Các khoản trả trước cho người bán,Các khoản phải thu > ▪ Các khoản trả trước cho người bán,▪ Các khoản trả trước cho người bán,61.106,89.131,61106.0,89131.0
▪ Các khoản phải thu khác,Các khoản phải thu > ▪ Các khoản phải thu khác,▪ Các khoản phải thu khác,440.355,366.913,440355.0,366913.0
,,,5.657.166,4.652.248,5657166.0,4652248.0
Các khoản lãi và phí phải thu,Các khoản phải thu > Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,2.865.221,3.514.341,2865221.0,3514341.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại(Thuyết minh 33),Các khoản phải thu > Tài sản thuế thu nhập doanh nghiệp hoãn lại(Thuyết minh 33),Tài sản thuế thu nhập doanh nghiệp hoãn lại(Thuyết minh 33),1.805,2.944,1805.0,2944.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
▪ Chi phí chờ phân bổ,Tài sản Có khác > ▪ Chi phí chờ phân bổ,▪ Chi phí chờ phân bổ,422.544,358.537,422544.0,358537.0
▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,Tài sản Có khác > ▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,▪ Tài sản gán nợ đã chuyển quyền sở hữu cho TCTD,657.419,377.643,657419.0,377643.0
▪ Các tài sản có khác,Tài sản Có khác > ▪ Các tài sản có khác,▪ Các tài sản có khác,41.942,20.383,41942.0,20383.0
,,,1.121.905,756.563,1121905.0,756563.0
Dự phòng rủi ro cho các tài sản Có khác (i),Tài sản Có khác > Dự phòng rủi ro cho các tài sản Có khác (i),Dự phòng rủi ro cho các tài sản Có khác (i),(214.818),(161.774),-214818.0,-161774.0
,,,9.431.279,8.764.322,9431279.0,8764322.0
