row_label_raw,row_label_full,col_0,Tỷ lệnấm giữ%,Giá gốc của các khoản đầu tưTriệu VND,Giá trị thuần theo phương phápvốn chủ sở hữuTriệu VND,numeric__Tỷ lệnấm giữ%,numeric__Giá gốc của các khoản đầu tưTriệu VND,numeric__Giá trị thuần theo phương phápvốn chủ sở hữuTriệu VND
Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tổng Công ty Cổ phần Bảo hiểm Quân đội,"49,77%",258.591,267.982,0.49770000000000003,258591.0,267982.0
Công ty Cổ phần VIETASSET,Công ty Cổ phần VIETASSET,Công ty Cổ phần VIETASSET,"45,00%",25.000,25.000,0.45,25000.0,25000.0
Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,"44,97%",65.675,68.978,0.4497,65675.0,68978.0
,,,,349.266,361.960,,349266.0,361960.0
