row_label_raw,row_label_full,Tên công ty,Giấy phép hoạt động,Lĩnh vực hoạt động,Tỷ lệ sở hữu của Ngân hàng,numeric__Giấy phép hoạt động,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ sở hữu của Ngân hàng
Tổng Công ty Cổ phần Bảo hiểmQuân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểmQuân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểmQuân đội (“MIC”),43/GPĐC/KDBH doBộ Tài chính cấpngày 12 tháng 6 năm 2014,Bảo hiểmphi nhân thọ,"49,77%",,,0.49770000000000003
Công ty Cổ phần Đầu tưVIETASSET (*),Công ty Cổ phần Đầu tưVIETASSET (*),Công ty Cổ phần Đầu tưVIETASSET (*),0102749334 ngày 27 tháng 5năm 2010 do Sở Kế hoạch vàĐầu tư Hà Nội cấp,Đầu tưxây dựng,"45,00%",,,0.45
Công ty Cổ phần Long Thuận Lộc(*),Công ty Cổ phần Long Thuận Lộc(*),Công ty Cổ phần Long Thuận Lộc(*),4703000542 ngày 19 tháng 5năm 2008 do Sở Kế hoạch vàĐầu tư Đồng Nai cấp,Xây dựngcông trình,"44,39%",,,0.4439
