row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2019 VND,2018 VND,numeric__col_1,numeric__Thuyết minh,numeric__2019 VND,numeric__2018 VND
XI,XI,XI,Tổng lợi nhuận trước thuế (mang từ trang trước sang),,3.232.081.830.900,2.202.461.786.318,,,3232081830900.0,2202461786318.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,33,(648.727.468.950),(440.426.910.221),,33.0,-648727468950.0,-440426910221.0
8,8,8,Chi phí thuế thu nhập doanh nghiệp hoãn lại,33,-,-,,33.0,,
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,33,(648.727.468.950),(440.426.910.221),,33.0,-648727468950.0,-440426910221.0
XIII,XIII,XIII,Lợi nhuận sau thuế,,2.583.354.361.950,1.762.034.876.097,,,2583354361950.0,1762034876097.0
