row_label_raw,row_label_full,Công ty TNHH MTV Chuyển tiền Quốc tế Ngân hàng Thương mại Phương Đông,Công ty TNHH MTV Chuyển tiền Quốc tế Ngân hàng Thương mại Phương Đông_1,Công ty TNHH MTV Chuyển tiền Quốc tế Ngân hàng Thương mại Phương Đông_2,numeric__Công ty TNHH MTV Chuyển tiền Quốc tế Ngân hàng Thương mại Phương Đông_1,numeric__Công ty TNHH MTV Chuyển tiền Quốc tế Ngân hàng Thương mại Phương Đông_2
Tiền gửi từ công ty con,Tiền gửi từ công ty con,Tiền gửi từ công ty con,(77.761.216.302),(85.163.107.582),-77761216302.0,-85163107582.0
Phải thu khác từ công ty con,Phải thu khác từ công ty con,Phải thu khác từ công ty con,50.424.725.723,59.106.887.720,50424725723.0,59106887720.0
Đầu tư góp vốn,Đầu tư góp vốn,Đầu tư góp vốn,25.000.000.000,25.000.000.000,25000000000.0,25000000000.0
