row_label_raw,row_label_full,09,(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(2.431.655.639.079),205.699.919.260,numeric__(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,numeric__(2.431.655.639.079),numeric__205.699.919.260
10,10,10,Giảm/(tăng) các khoản về kinh doanh chứng khoán,1.013.315.301.789,(4.334.648.808.524),,1013315301789.0,-4334648808524.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(8.781.902.746),(27.561.396.451),,-8781902746.0,-27561396451.0
12,12,12,Tăng các khoản cho vay khách hàng,(14.774.389.557.785),(8.133.374.830.113),,-14774389557785.0,-8133374830113.0
13,13,13,Giảm nguồn dự phòng để bù đắp tổn thất các khoản,(773.403.480.307),(1.100.092.093.298),,-773403480307.0,-1100092093298.0
14,14,14,Giảm/(tăng) khác về tài sản hoạt động,598.088.142.277,(1.625.342.808.069),,598088142277.0,-1625342808069.0
