row_label_raw,row_label_full,col_0,Tiền gửi và cho vay TCTD khác – gộp VND,Cho vay khách hàng – gộp VND,Chứng khoán kinh doanh và chứng khoán đầu tư – gộp VND,Tiền gửi và vay từ TCTD khác VND,Tiền gửi của khách hàng VND,Phát hành giấy tờ có giá VND,Các cam kết tín dụng VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng) VND,numeric__Tiền gửi và cho vay TCTD khác – gộp VND,numeric__Cho vay khách hàng – gộp VND,numeric__Chứng khoán kinh doanh và chứng khoán đầu tư – gộp VND,numeric__Tiền gửi và vay từ TCTD khác VND,numeric__Tiền gửi của khách hàng VND,numeric__Phát hành giấy tờ có giá VND,numeric__Các cam kết tín dụng VND,numeric__Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng) VND
Trong nước,Trong nước,Trong nước,15.368.729.979.545,71.087.641.071.723,23.430.708.428.730,17.992.671.566.262,68.551.601.925.844,11.764.565.982.207,9.483.096.970.491,24.873.970.384.800,15368729979545.0,71087641071723.0,23430708428730.0,17992671566262.0,68551601925844.0,11764565982207.0,9483096970491.0,24873970384800.0
Nước ngoài,Nước ngoài,Nước ngoài,2.124.963.718.214,3.100.000.000,-,376.194.140.526,668.215.584.899,-,-,-,2124963718214.0,3100000000.0,,376194140526.0,668215584899.0,,,
,,,17.493.693.697.759,71.090.741.071.723,23.430.708.428.730,18.368.865.706.788,69.219.817.510.743,11.764.565.982.207,9.483.096.970.491,24.873.970.384.800,17493693697759.0,71090741071723.0,23430708428730.0,18368865706788.0,69219817510743.0,11764565982207.0,9483096970491.0,24873970384800.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,,,,,
,,,Tiền gửi và cho vay TCTD khác – gộp VND,Cho vay khách hàng – gộp VND,Chứng khoán kinh doanh và chứng khoán đầu tư – gộp VND,Tiền gửi và vay từ TCTD khác VND,Tiền gửi của khách hàng VND,Phát hành giấy tờ có giá VND,Các cam kết tín dụng VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng) VND,,,,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2018 > Trong nước,Trong nước,11.367.660.484.671,56.307.378.471.888,24.444.023.730.519,16.620.408.805.683,60.098.313.163.115,8.156.400.898.720,8.087.381.850.900,14.083.646.526.221,11367660484671.0,56307378471888.0,24444023730519.0,16620408805683.0,60098313163115.0,8156400898720.0,8087381850900.0,14083646526221.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2018 > Nước ngoài,Nước ngoài,2.078.810.019.244,8.973.042.050,-,135.571.170.459,349.424.951.467,-,-,-,2078810019244.0,8973042050.0,,135571170459.0,349424951467.0,,,
,,,13.446.470.503.915,56.316.351.513.938,24.444.023.730.519,16.755.979.976.142,60.447.738.114.582,8.156.400.898.720,8.087.381.850.900,14.083.646.526.221,13446470503915.0,56316351513938.0,24444023730519.0,16755979976142.0,60447738114582.0,8156400898720.0,8087381850900.0,14083646526221.0
