row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Beginning balance of the year,Beginning balance of the year,Beginning balance of the year,"243,805,067,311","256,724,273,854",,
Net profit allocated to non-controlling of the year,Net profit allocated to non-controlling of the year,Net profit allocated to non-controlling of the year,"(12,631,627,838)","(7,103,871,126)",,
Increase/Decrease in capital of non-controlling,Increase/Decrease in capital of non-controlling,Increase/Decrease in capital of non-controlling,"90,031,368,747","250,000,000",,
Increase due to purchase of subsidiary,Increase due to purchase of subsidiary,Increase due to purchase of subsidiary,"42,000,000",-,,
Increase/Decrease due to change in ownership ratio,Increase/Decrease due to change in ownership ratio,Increase/Decrease due to change in ownership ratio,"(75,807,754,707)","(2,314,885)",,
Decrease due to dissolution of subsidiary,Decrease due to dissolution of subsidiary,Decrease due to dissolution of subsidiary,-,"(4,634,879,933)",,
Decrease due to dividend,Decrease due to dividend,Decrease due to dividend,-,"(989,441,000)",,
Decrease due to transfer to bonus and welfare fund,Decrease due to transfer to bonus and welfare fund,Decrease due to transfer to bonus and welfare fund,"(76,177,024)","(438,699,599)",,
Ending balance of the year,Ending balance of the year,Ending balance of the year,"245,362,876,489","243,805,067,311",,
