row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.531.489.886.037,1.039.100.785.050,1.0,,1531489886037.0,1039100785050.0
2. Các khoản giám trừ doanh thu,2. Các khoản giám trừ doanh thu,2. Các khoản giám trừ doanh thu,02,VI.2,230.490.942.709,13.354.083.325,2.0,,230490942709.0,13354083325.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,1.300.998.943.328,1.025.746.701.725,10.0,,1300998943328.0,1025746701725.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,1.002.803.572.463,782.177.229.183,11.0,,1002803572463.0,782177229183.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,298.195.370.865,243.569.472.542,20.0,,298195370865.0,243569472542.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,117.144.956.019,227.609.195.429,21.0,,117144956019.0,227609195429.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,28.480.620.434,118.446.839.583,22.0,,28480620434.0,118446839583.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,47.361.629.699,97.694.058.059,23.0,,47361629699.0,97694058059.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,V.2,(436.068.748),(17.985.600.430),24.0,,-436068748.0,-17985600430.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VI.7,43.616.009.912,42.315.124.804,25.0,,43616009912.0,42315124804.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VI.8,180.302.907.673,153.551.923.652,26.0,,180302907673.0,153551923652.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,162.504.720.117,138.879.179.502,30.0,,162504720117.0,138879179502.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VI.9,20.871.285.186,83.469.205.680,31.0,,20871285186.0,83469205680.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VI.10,25.287.593.359,56.462.284.024,32.0,,25287593359.0,56462284024.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(4.416.308.173),27.006.921.656,40.0,,-4416308173.0,27006921656.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,158.088.411.944,165.886.101.158,50.0,,158088411944.0,165886101158.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,76.029.395.092,52.587.951.582,51.0,,76029395092.0,52587951582.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,VI.11,(19.845.281.860),1.674.941.019,52.0,,-19845281860.0,1674941019.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,101.904.298.712,111.623.208.557,60.0,,101904298712.0,111623208557.0
19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,19. Lợi nhuận sau thuế của cổ đông của công ty mẹ,61,,114.535.926.550,118.727.079.683,61.0,,114535926550.0,118727079683.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(12.631.627.838),(7.103.871.126),62.0,,-12631627838.0,-7103871126.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.12,188,195,70.0,,188.0,195.0
