row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,Repayments for borrowing following normal borrowing contracts,"(1,323,419,701,791)","(1,707,095,769,817)",,
Early redemption of common bonds,Early redemption of common bonds,Early redemption of common bonds,"(900,000,000,000)","(1,000,000,000,000)",,
Total,Total,Total,"(2,223,419,701,791)","(2,707,095,769,817)",,
