row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Cost of real estate,Cost of real estate,Cost of real estate,"229,301,015,190","373,194,406,651",,
Cost of construction contracts,Cost of construction contracts,Cost of construction contracts,"483,051,682,373","103,170,446,220",,
Cost of finished goods,Cost of finished goods,Cost of finished goods,"162,852,152,867","147,954,917,972",,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"124,709,605,381","117,952,720,738",,
Cost of investment real estate for rent,Cost of investment real estate for rent,Cost of investment real estate for rent,"2,889,116,652","2,889,116,652",,
Cost of merchandises,Cost of merchandises,Cost of merchandises,-,"37,015,620,950",,
Total,Total,Total,"1,002,803,572,463","782,177,229,183",,
