row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Increase fixed assets from properties in progress,Increase fixed assets from properties in progress,Increase fixed assets from properties in progress,"117,078,564,132","113,028,477,359",,
Offset part of receivables when receiving investment transfer,Offset part of receivables when receiving investment transfer,Offset part of receivables when receiving investment transfer,"59,000,000,000",-,,
