row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,158.088.411.944,165.886.101.158,1.0,158088411944.0,165886101158.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
"- Khấu hao tài sản cố định, bắt động sản đầu tư và lợi thế thương mại","2. Điều chỉnh cho các khoản > - Khấu hao tài sản cố định, bắt động sản đầu tư và lợi thế thương mại","- Khấu hao tài sản cố định, bắt động sản đầu tư và lợi thế thương mại",02,68.327.580.348,65.688.919.809,2.0,68327580348.0,65688919809.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,(30.819.349.881),(36.061.660.078),3.0,-30819349881.0,-36061660078.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,(7.778.912),29.769.499,4.0,-7778912.0,29769499.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(116.715.476.840),17.750.556.797,5.0,-116715476840.0,17750556797.0
- Chi phí lãi vay và phát hành trái phiếu,2. Điều chỉnh cho các khoản > - Chi phí lãi vay và phát hành trái phiếu,- Chi phí lãi vay và phát hành trái phiếu,06,47.361.629.699,117.121.433.142,6.0,47361629699.0,117121433142.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,126.235.016.358,330.415.120.327,8.0,126235016358.0,330415120327.0
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,(591.350.590.610),570.469.840.875,9.0,-591350590610.0,570469840875.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,(844.304.986.311),(740.982.532.853),10.0,-844304986311.0,-740982532853.0
"- Tăng, giảm các khoản phải trả","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,896.844.494.509,2.929.366.298.755,11.0,896844494509.0,2929366298755.0
