row_label_raw,row_label_full,col_0,Fair value recognized at the acquisition date VND,numeric__Fair value recognized at the acquisition date VND
Assets,Assets,Assets,Assets,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"1,266,610",
Inventories,Inventories,Inventories,"759,042,828,390",
,,,"759,044,095,000",
Liabilities,Liabilities,Liabilities,Liabilities,
Liabilities,Liabilities,Liabilities,"2,095,000",
,,,"2,095,000",
Total identifiable net assets,Total identifiable net assets,Total identifiable net assets,"759,042,000,000",
Goodwill,Goodwill,Goodwill,-,
Non-controlling interests,Non-controlling interests,Non-controlling interests,"42,000,000",
Purchase consideration transferred,Purchase consideration transferred,Purchase consideration transferred,"759,000,000,000",
Cash acquired,Cash acquired,Cash acquired,"1,266,610",
Net cash outflow on acquisition,Net cash outflow on acquisition,Net cash outflow on acquisition,"758,998,733,390",
