row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Fines received on contract violation,Fines received on contract violation,Fines received on contract violation,"14,522,904,076","69,641,415,280",,
Income from late payment penalties,Income from late payment penalties,Income from late payment penalties,"3,121,746,635","1,298,852,160",,
Gain on disposal of fixed assets,Gain on disposal of fixed assets,Gain on disposal of fixed assets,"1,142,308,422","646,931,696",,
Gain on write-off of account payables,Gain on write-off of account payables,Gain on write-off of account payables,"89,339,779","10,628,417,120",,
Others,Others,Others,"1,994,986,274","1,253,589,424",,
Total,Total,Total,"20,871,285,186","83,469,205,680",,
