row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Third parties,Third parties,Third parties,Third parties,Third parties,,
Cost of projects,Cost of projects,Cost of projects,"296,344,603,692","267,954,347,911",,
Interests expenses,Interests expenses,Interests expenses,"32,991,361,062","22,546,980,605",,
Other expenses,Other expenses,Other expenses,"17,395,581,702","15,478,989,925",,
Total,Total,Total,"346,731,546,456","305,980,318,441",,
