row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Revenue from sale of real estate,Revenue from sale of real estate,Revenue from sale of real estate,"640,429,383,426","566,906,266,916",,
Revenue from sale of construction contract,Revenue from sale of construction contract,Revenue from sale of construction contract,"625,973,922,379","146,338,666,266",,
Revenue from sale of finished goods,Revenue from sale of finished goods,Revenue from sale of finished goods,"120,685,273,763","129,295,766,591",,
Revenue from rendering of services,Revenue from rendering of services,Revenue from rendering of services,"141,027,070,477","155,945,423,329",,
Revenue from investment real estate for rent,Revenue from investment real estate for rent,Revenue from investment real estate for rent,"3,374,235,992","3,374,235,992",,
Revenue from sale of merchandises,Revenue from sale of merchandises,Revenue from sale of merchandises,-,"37,240,425,956",,
Total,Total,Total,"1,531,489,886,037","1,039,100,785,050",,
