row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Original costVND,ProvisionVND,Original costVND,ProvisionVND,,,,
Properties in progress (*),Properties in progress (*),Properties in progress (*),"7,882,376,012,567",-,"6,344,724,108,709",-,,,,
Work in process,Work in process,Work in process,"98,045,109,502",-,"68,814,315,694",-,,,,
Finished real estate,Finished real estate,Finished real estate,"79,874,080,522",-,"22,111,867,715",-,,,,
Raw materials,Raw materials,Raw materials,"61,078,042,115","(2,433,505,584)","61,841,168,392","(2,433,505,584)",,,,
Tools and supplies,Tools and supplies,Tools and supplies,"9,853,318,122",-,"10,932,874,378",-,,,,
Finished goods,Finished goods,Finished goods,"24,634,204,400",-,"43,974,869,109",-,,,,
Merchandise,Merchandise,Merchandise,"1,178,360,789",-,"1,292,109,319",-,,,,
Total,Total,Total,"8,157,039,128,017","(2,433,505,584)","6,553,691,313,316","(2,433,505,584)",,,,
