row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị ghi số VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị ghi số VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị ghi số VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,895.900.000.000,895.900.000.000,196.710.000.000,196.710.000.000,895900000000.0,895900000000.0,196710000000.0,196710000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),895.900.000.000,895.900.000.000,196.710.000.000,196.710.000.000,895900000000.0,895900000000.0,196710000000.0,196710000000.0
Dài hạn,Dài hạn,Dài hạn,30.000.000.000,30.000.000.000,34.000.000.000,34.000.000.000,30000000000.0,30000000000.0,34000000000.0,34000000000.0
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),30.000.000.000,30.000.000.000,34.000.000.000,34.000.000.000,30000000000.0,30000000000.0,34000000000.0,34000000000.0
Cộng,Cộng,Cộng,925.900.000.000,925.900.000.000,230.710.000.000,230.710.000.000,925900000000.0,925900000000.0,230710000000.0,230710000000.0
