row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Brokerage and advertising expenses,Brokerage and advertising expenses,Brokerage and advertising expenses,"23,005,958,980","17,107,155,231",,
Salary expenses,Salary expenses,Salary expenses,"10,396,508,710","9,930,090,952",,
Expenses for external services,Expenses for external services,Expenses for external services,"868,665,755","307,287,600",,
Other expenses,Other expenses,Other expenses,"9,344,876,467","14,970,591,021",,
Total,Total,Total,"43,616,009,912","42,315,124,804",,
