row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Interest income,Interest income,Interest income,"62,737,706,336","40,185,299,561",,
Gain from investment,Gain from investment,Gain from investment,"53,250,000,000",-,,
Income from business cooperation contracts,Income from business cooperation contracts,Income from business cooperation contracts,-,"180,493,150,685",,
"Interest from credit sales, payment discounts","Interest from credit sales, payment discounts","Interest from credit sales, payment discounts","970,393,391","6,207,037,951",,
Income from dissolution of subsidiaries,Income from dissolution of subsidiaries,Income from dissolution of subsidiaries,-,"642,396,412",,
Gain from foreign exchange difference,Gain from foreign exchange difference,Gain from foreign exchange difference,"163,200,823","24,142,776",,
Dividends,Dividends,Dividends,"21,530,830","57,168,044",,
Others,Others,Others,"2,124,639",-,,
Total,Total,Total,"117,144,956,019","227,609,195,429",,
