row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Cash on hand,Cash on hand,Cash on hand,"3,412,756,137","2,371,988,995",,
Cash in bank,Cash in bank,Cash in bank,"388,291,737,243","2,294,565,429,850",,
Cash equivalents (i),Cash equivalents (i),Cash equivalents (i),"393,461,024,424","10,368,325,240",,
Total,Total,Total,"785,165,517,804","2,307,305,744,085",,
