row_label_raw,row_label_full,ASSETS,Code,Note,End of year,Beginning of year,numeric__Code,numeric__Note,numeric__End of year,numeric__Beginning of year
IV. Long-term asset in progress1. Construction in progress,IV. Long-term asset in progress1. Construction in progress,IV. Long-term asset in progress1. Construction in progress,240242,V.12,"96,644,639,51296,644,639,512","101,958,242,547101,958,242,547",240242.0,,,
V. Long-term investments1. Investments in associates2. Investments in other entities3. Provision for long-term investments4. Held-to-maturity investments,V. Long-term investments1. Investments in associates2. Investments in other entities3. Provision for long-term investments4. Held-to-maturity investments,V. Long-term investments1. Investments in associates2. Investments in other entities3. Provision for long-term investments4. Held-to-maturity investments,250252253254255,V.2b,"328,716,541,891296,437,256,1592,344,249,112(64,963,380)30,000,000,000","335,319,800,239299,040,514,50722,344,249,112(20,064,963,380)34,000,000,000",250252253254255.0,,,
VI. Other long-term asset1. Long-term prepaid expenses2. Deferred tax assets3. Goodwill,VI. Other long-term asset1. Long-term prepaid expenses2. Deferred tax assets3. Goodwill,VI. Other long-term asset1. Long-term prepaid expenses2. Deferred tax assets3. Goodwill,260261262269,"V.13V.22,VI.11V.14","177,452,981,41036,470,053,14628,270,503,849112,712,424,415","156,700,090,08516,684,171,24912,781,346,371127,234,572,465",260261262269.0,,,
TOTAL ASSETS,TOTAL ASSETS,TOTAL ASSETS,270,,"18,539,323,581,176","16,827,606,938,588",270.0,,,
