row_label_raw,row_label_full,col_0,Land use rights and Infrastructure for lease,numeric__Land use rights and Infrastructure for lease
Original cost,Original cost,Original cost,Original cost,
Opening balance,Opening balance,Opening balance,"156,733,240,773",
Reclassify,Reclassify,Reclassify,"53,520,000,000",
"Liquidating, disposing","Liquidating, disposing","Liquidating, disposing","(1,703,778,000)",
Closing balance,Closing balance,Closing balance,"208,549,462,773",
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,
Opening balance,Opening balance,Opening balance,"43,577,509,542",
Depreciation,Depreciation,Depreciation,"2,889,116,652",
Reclassify,Reclassify,Reclassify,"3,416,170,212",
Closing balance,Closing balance,Closing balance,"49,882,796,406",
Net book value,Net book value,Net book value,Net book value,
Opening,Opening,Opening,"113,155,731,231",
Closing,Closing,Closing,"158,666,666,367",
