row_label_raw,row_label_full,Số dư đầu năm trước (i) > Lãi trong năm trước,Vốn góp của chủ sở hữu > 6.098.519.950.000 > -,Thặng dư vốn cổ phần > 1.046.337.538.421 > -,Vốn khác của chủ sở hữu > 10.975.110.000 > -,Quỹ đầu tư phát triển > 84.687.037.740 > -,Lợi nhuận sau thuế chưa phân phối > 297.491.097.067 > 118.727.079.683,Đơn vị tính: VND Tổng cộng > 7.538.010.733.228 > 118.727.079.683,numeric__Vốn góp của chủ sở hữu > 6.098.519.950.000 > -,numeric__Thặng dư vốn cổ phần > 1.046.337.538.421 > -,numeric__Vốn khác của chủ sở hữu > 10.975.110.000 > -,numeric__Quỹ đầu tư phát triển > 84.687.037.740 > -,numeric__Lợi nhuận sau thuế chưa phân phối > 297.491.097.067 > 118.727.079.683,numeric__Đơn vị tính: VND Tổng cộng > 7.538.010.733.228 > 118.727.079.683
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,-,-,-,63.258.913,(63.258.913),-,,,,63258913.0,-63258913.0,
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,-,-,-,-,(6.987.313.072),(6.987.313.072),,,,,-6987313072.0,-6987313072.0
Công ty con chia cổ tức bằng cổ phiếu,Công ty con chia cổ tức bằng cổ phiếu,Công ty con chia cổ tức bằng cổ phiếu,-,-,3.920.000.000,,(3.920.000.000),-,,,3920000000.0,,-3920000000.0,
Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,,,,539.569,1.775.316,2.314.885,,,,539569.0,1775316.0,2314885.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,6.098.519.950.000,1.046.337.538.421,14.895.110.000,84.750.836.222,405.249.380.081,7.649.752.814.724,6098519950000.0,1046337538421.0,14895110000.0,84750836222.0,405249380081.0,7649752814724.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,-,114.535.926.550,114.535.926.550,,,,,114535926550.0,114535926550.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,-,-,-,-,(9.359.048.152),(9.359.048.152),,,,,-9359048152.0,-9359048152.0
Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,Tăng/(giảm) do thay đổi tỷ lệ sở hữu công ty con,-,-,-,-,41.017.975.505,41.017.975.505,,,,,41017975505.0,41017975505.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,6.098.519.950.000,1.046.337.538.421,14.895.110.000,84.750.836.222,551.444.233.984,7.795.947.668.627,6098519950000.0,1046337538421.0,14895110000.0,84750836222.0,551444233984.0,7795947668627.0
