row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Ceramic factory,Ceramic factory,Ceramic factory,"47,391,094,628","47,391,094,628",,
Others,Others,Others,"49,253,544,884","54,567,147,919",,
Total,Total,Total,"96,644,639,512","101,958,242,547",,
