row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Net revenue from sale of real estate,Net revenue from sale of real estate,Net revenue from sale of real estate,"411,697,928,387","554,936,237,863",,
Net revenue from sale of construction contract,Net revenue from sale of construction contract,Net revenue from sale of construction contract,"625,973,922,379","146,338,666,266",,
Net revenue from sale of finished goods,Net revenue from sale of finished goods,Net revenue from sale of finished goods,"119,701,745,689","127,911,712,319",,
Net revenue from rendering of services,Net revenue from rendering of services,Net revenue from rendering of services,"140,251,110,881","155,945,423,329",,
Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,Net revenue from investment real estate for rent,"3,374,235,992","3,374,235,992",,
Net revenue from sale of merchandises,Net revenue from sale of merchandises,Net revenue from sale of merchandises,-,"37,240,425,956",,
Total,Total,Total,"1,300,998,943,328","1,025,746,701,725",,
In which:,In which:,In which:,In which:,In which:,,
Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),Net revenue from related parties (Note VIII.2),"344,952,105,698","2,593,431,485",,
