row_label_raw,row_label_full,Item,Code,Current year,Previous year,numeric__Code,numeric__Current year,numeric__Previous year
Net cash flows within the period,Net cash flows within the period,Net cash flows within the period,50,"(1,522,148,005,193)","2,061,421,279,053",50.0,,
Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,Cash and cash equivalents at the beginning of year,60,"2,307,305,744,085","245,914,234,531",60.0,,
Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,Impact of exchange rate fluctuation,61,"7,778,912","(29,769,499)",61.0,,
Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,Cash and cash equivalents at the end of year,70,"785,165,517,804","2,307,305,744,085",70.0,,
