row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,158.088.411.944,165.886.101.158,158088411944.0,165886101158.0
Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,31.617.682.389,33.177.220.232,31617682389.0,33177220232.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,
Lợi thế thương mại phân bổ,Điều chỉnh: > Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,3.590.561.442,3.590.561.442,3590561442.0,3590561442.0
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,17.472.978.966,7.133.101.349,17472978966.0,7133101349.0
Lỗ tính thuế không ghi nhận thuế hoãn lại,Điều chỉnh: > Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,13.108.375.227,5.019.378.032,13108375227.0,5019378032.0
Phần lãi/lỗ trong công ty liên kết,Điều chỉnh: > Phần lãi/lỗ trong công ty liên kết,Phần lãi/lỗ trong công ty liên kết,87.213.750,3.597.120.086,87213750.0,3597120086.0
Thu nhập từ cổ tức lợi nhuận được chia,Điều chỉnh: > Thu nhập từ cổ tức lợi nhuận được chia,Thu nhập từ cổ tức lợi nhuận được chia,(9.863.194.984),(54.773.248),-9863194984.0,-54773248.0
Dự phòng giảm giá các khoản đầu tư,Điều chỉnh: > Dự phòng giảm giá các khoản đầu tư,Dự phòng giảm giá các khoản đầu tư,65.389.473,177.389.962,65389473.0,177389962.0
Thuế nộp bổ sung các năm trước,Điều chỉnh: > Thuế nộp bổ sung các năm trước,Thuế nộp bổ sung các năm trước,90.751.593,344.050.722,90751593.0,344050722.0
Khác,Điều chỉnh: > Khác,Khác,14.355.376,1.278.844.024,14355376.0,1278844024.0
Chi phí thuế thu nhập doanh nghiệp (i),Điều chỉnh: > Chi phí thuế thu nhập doanh nghiệp (i),Chi phí thuế thu nhập doanh nghiệp (i),56.184.113.232,54.262.892.601,56184113232.0,54262892601.0
Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất:,,
Thuế thu nhập doanh nghiệp - hiện hành,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,76.029.395.092,52.587.951.582,76029395092.0,52587951582.0
Thuế thu nhập doanh nghiệp - hoãn lại,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh hợp nhất: > Thuế thu nhập doanh nghiệp - hoãn lại,Thuế thu nhập doanh nghiệp - hoãn lại,(19.845.281.860),1.674.941.019,-19845281860.0,1674941019.0
,,,56.184.113.232,54.262.892.601,56184113232.0,54262892601.0
