row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,169.357.579.307,186.173.087.708,169357579307.0,186173087708.0
Chi phí môi giới dự án chờ phân bổ theo doanh thu bất động sản,Chi phí môi giới dự án chờ phân bổ theo doanh thu bất động sản,Chi phí môi giới dự án chờ phân bổ theo doanh thu bất động sản,163.122.006.050,158.006.054.749,163122006050.0,158006054749.0
"Công cụ, dụng cụ chờ phân bổ","Công cụ, dụng cụ chờ phân bổ","Công cụ, dụng cụ chờ phân bổ",5.170.761.281,10.056.763.984,5170761281.0,10056763984.0
Chi phí trả trước khác,Chi phí trả trước khác,Chi phí trả trước khác,1.064.811.976,18.110.268.975,1064811976.0,18110268975.0
Dài hạn,Dài hạn,Dài hạn,36.470.053.146,16.684.171.249,36470053146.0,16684171249.0
Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,Công cụ dụng cụ chờ phân bổ,14.551.099.241,11.368.464.768,14551099241.0,11368464768.0
Tiền sử dụng đất chờ phân bổ,Tiền sử dụng đất chờ phân bổ,Tiền sử dụng đất chờ phân bổ,17.425.580.800,-,17425580800.0,
Chi phí sửa chữa,Chi phí sửa chữa,Chi phí sửa chữa,921.642.813,1.992.551.286,921642813.0,1992551286.0
Chi phí trả trước khác,Chi phí trả trước khác,Chi phí trả trước khác,3.571.730.292,3.323.155.195,3571730292.0,3323155195.0
Cộng,Cộng,Cộng,205.827.632.453,202.857.258.957,205827632453.0,202857258957.0
