row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Cost of real estate,Cost of real estate,Cost of real estate,"229,301,015,190","373,194,406,651",,
Cost of merchandised and finish goods,Cost of merchandised and finish goods,Cost of merchandised and finish goods,"162,852,152,867","184,970,538,922",,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"610,650,404,406","224,012,283,610",,
Labour costs,Labour costs,Labour costs,"99,400,653,137","92,947,852,294",,
Depreciation expenses and allocation of goodwill,Depreciation expenses and allocation of goodwill,Depreciation expenses and allocation of goodwill,"68,327,580,348","65,688,919,809",,
Provision expenses,Provision expenses,Provision expenses,"(13,661,623,452)","134,461,822",,
Expenses for external services,Expenses for external services,Expenses for external services,"23,874,624,735","17,414,442,831",,
Other expenses,Other expenses,Other expenses,"45,977,682,817","19,681,371,700",,
Total,Total,Total,"1,226,722,490,048","978,044,277,639",,
