row_label_raw,row_label_full,col_0,Current yearVND,Previous yearVND,numeric__Current yearVND,numeric__Previous yearVND
Proceeds from borrowing following normal borrowing contracts,Proceeds from borrowing following normal borrowing contracts,Proceeds from borrowing following normal borrowing contracts,"1,640,872,915,983","1,693,423,221,344",,
Issuance of common bonds,Issuance of common bonds,Issuance of common bonds,"1,294,399,800,000","250,499,800,000",,
Total,Total,Total,"2,935,272,715,983","1,943,923,021,344",,
