row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc VND,Số cuối năm > Giá trị ghi sổ VND,Số đầu năm > Giá gốc VND,Số đầu năm > Giá trị ghi sổ VND,numeric__Số cuối năm > Giá gốc VND,numeric__Số cuối năm > Giá trị ghi sổ VND,numeric__Số đầu năm > Giá gốc VND,numeric__Số đầu năm > Giá trị ghi sổ VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.805.294.435.841,1.805.294.435.841,1.717.085.945.589,1.717.085.945.589,1805294435841.0,1805294435841.0,1717085945589.0,1717085945589.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.805.294.435.841,1.805.294.435.841,1.717.085.945.589,1.717.085.945.589,1805294435841.0,1805294435841.0,1717085945589.0,1717085945589.0
Cộng,Cộng,Cộng,1.805.294.435.841,1.805.294.435.841,1.717.085.945.589,1.717.085.945.589,1805294435841.0,1805294435841.0,1717085945589.0,1717085945589.0
