row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1-2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,4 – 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,BÁO CÁO LUÙ CHUYỀN TIỀN TỆ,7,7.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,THUYẾT MINH BÁO CÁO TÀI CHÍNH,8 – 32,
