row_label_raw,row_label_full,Công ty cổ phần đầu tư dịch vụ Thành Nam,Số cuối năm > Giá gốc > 288.000.000.000,Số cuối năm > Giá trị hợp lý > 292.866.784.049,Số đầu năm > Giá gốc > 288.000.000.000,Số đầu năm > Giá trị hợp lý > 292.021.653.980,numeric__Số cuối năm > Giá gốc > 288.000.000.000,numeric__Số cuối năm > Giá trị hợp lý > 292.866.784.049,numeric__Số đầu năm > Giá gốc > 288.000.000.000,numeric__Số đầu năm > Giá trị hợp lý > 292.021.653.980
Công ty cổ phần đầu tư xây dựng Hoàng Hiệp (*),Công ty cổ phần đầu tư xây dựng Hoàng Hiệp (*),Công ty cổ phần đầu tư xây dựng Hoàng Hiệp (*),-,-,100.000.000.000,102.069.022.317,,,100000000000.0,102069022317.0
Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,135.800.000.000,137.903.298.917,135.800.000.000,138.008.091.634,135800000000.0,137903298917.0,135800000000.0,138008091634.0
Cộng,Cộng,Cộng,423.800.000.000,430.770.082.966,523.800.000.000,532.098.767.931,423800000000.0,430770082966.0,523800000000.0,532098767931.0
